Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name	Gene type
ENSG00000196396	49126891	49201299	20	PTPN1	protein_coding
ENSG00000101307	1544167	1600707	20	SIRPB1	protein_coding
ENSG00000089012	1609798	1638425	20	SIRPG	protein_coding
ENSG00000042062	49202645	49308065	20	FAM65C	protein_coding
ENSG00000125870	16710606	16722421	20	SNRPB2	protein_coding
ENSG00000198053	1875154	1920543	20	SIRPA	protein_coding
ENSG00000124171	49348081	49373332	20	PARD6B	protein_coding
ENSG00000101327	1959403	1974732	20	PDYN	protein_coding
ENSG00000124243	49411431	49493714	20	BCAS4	protein_coding
ENSG00000125834	2082257	2157684	20	STK35	protein_coding
ENSG00000125780	2276647	2321724	20	TGM3	protein_coding
ENSG00000125879	16729003	16750707	20	OTOR	protein_coding
ENSG00000101126	49505585	49547958	20	ADNP	protein_coding
ENSG00000166948	2361554	2413399	20	TGM6	protein_coding
ENSG00000125835	2442280	2451499	20	SNRPB	protein_coding
ENSG00000000419	49551404	49575092	20	DPM1	protein_coding
ENSG00000125851	17206752	17465223	20	PCSK2	protein_coding
ENSG00000125864	17474550	17549865	20	BFSP1	protein_coding
ENSG00000124217	49575363	49577820	20	MOCS3	protein_coding
ENSG00000026559	49620193	49639666	20	KCNG1	protein_coding
ENSG00000125868	17550508	17590564	20	DSTN	protein_coding
ENSG00000088876	2462463	2505348	20	ZNF343	protein_coding
ENSG00000101096	50003494	50179370	20	NFATC2	protein_coding
ENSG00000149488	2517253	2622430	20	TMC2	protein_coding
ENSG00000125844	17594323	17662940	20	RRBP1	protein_coding
ENSG00000101361	2632791	2639039	20	NOP56	protein_coding
ENSG00000054793	50213053	50385173	20	ATP9A	protein_coding
ENSG00000101115	50400581	50419059	20	SALL4	protein_coding
ENSG00000020256	50668202	50820847	20	ZFP64	protein_coding
ENSG00000182463	51588946	52111869	20	TSHZ2	protein_coding
ENSG00000171940	52183604	52226446	20	ZNF217	protein_coding
ENSG00000064787	52553316	52687304	20	BCAS1	protein_coding
ENSG00000125888	17674317	17716516	20	BANF2	protein_coding
ENSG00000089006	17922241	17949623	20	SNX5	protein_coding
ENSG00000019186	52769988	52790512	20	CYP24A1	protein_coding
ENSG00000101132	52824386	52844591	20	PFDN4	protein_coding
ENSG00000101134	53092136	53267710	20	DOK5	protein_coding
ENSG00000054803	54572496	54580528	20	CBLN4	protein_coding
ENSG00000124089	54823788	54824871	20	MC3R	protein_coding
ENSG00000125850	17937623	18039832	20	OVOL2	protein_coding
ENSG00000124098	54933971	54943719	20	FAM210B	protein_coding
ENSG00000125871	17949556	17971765	20	MGME1	protein_coding
ENSG00000232838	18118517	18123813	20	PET117	protein_coding
ENSG00000149474	18118762	18169031	20	CSRP2BP	protein_coding
ENSG00000087586	54944445	54967393	20	AURKA	protein_coding
ENSG00000125846	18269121	18297640	20	ZNF133	protein_coding
ENSG00000089091	18364011	18447925	20	DZANK1	protein_coding
ENSG00000132664	18447771	18465287	20	POLR3F	protein_coding
ENSG00000089050	18467184	18477887	20	RBBP9	protein_coding
ENSG00000101310	18488137	18542059	20	SEC23B	protein_coding
ENSG00000125821	18568537	18744561	20	DTD1	protein_coding
ENSG00000149443	18790372	18810797	20	C20orf78	protein_coding
ENSG00000132631	18794370	18795033	20	SCP2D1	protein_coding
ENSG00000185052	19193290	19703581	20	SLC24A3	protein_coding
ENSG00000268628	19738296	19738679	20	AL121761.2	protein_coding
ENSG00000132669	19867165	19983101	20	RIN2	protein_coding
ENSG00000173418	19997760	20014299	20	NAA20	protein_coding
ENSG00000101343	20015012	20036690	20	CRNKL1	protein_coding
ENSG00000089101	20033158	20341346	20	C20orf26	protein_coding
ENSG00000173404	20348765	20351590	20	INSM1	protein_coding
ENSG00000188559	20370196	20693131	20	RALGAPA2	protein_coding
ENSG00000088930	21283942	21370463	20	XRN2	protein_coding
ENSG00000125816	21376005	21378666	20	NKX2-4	protein_coding
ENSG00000125820	21491648	21494664	20	NKX2-2	protein_coding
ENSG00000125813	21686297	21696620	20	PAX1	protein_coding
ENSG00000125798	22561643	22566093	20	FOXA2	protein_coding
ENSG00000132671	23016057	23017314	20	SSTR4	protein_coding
ENSG00000178726	23026270	23030378	20	THBD	protein_coding
ENSG00000125810	23059986	23066977	20	CD93	protein_coding
ENSG00000132661	23331373	23335414	20	NXT1	protein_coding
ENSG00000125812	23342787	23353700	20	GZF1	protein_coding
ENSG00000125814	23355159	23402125	20	NAPB	protein_coding
ENSG00000125823	23420322	23425567	20	CSTL1	protein_coding
ENSG00000125831	23431040	23433494	20	CST11	protein_coding
ENSG00000125815	23471738	23476655	20	CST8	protein_coding
ENSG00000101435	23545369	23549386	20	CST9L	protein_coding
ENSG00000173335	23583047	23586513	20	CST9	protein_coding
ENSG00000101439	23608534	23619110	20	CST3	protein_coding
ENSG00000101441	23666277	23669677	20	CST4	protein_coding
ENSG00000170373	23728190	23731905	20	CST1	protein_coding
ENSG00000170369	23804406	23807368	20	CST2	protein_coding
ENSG00000170367	23856572	23860387	20	CST5	protein_coding
ENSG00000149435	23965690	23969416	20	GGTLC1	protein_coding
ENSG00000101463	24449835	24647252	20	SYNDIG1	protein_coding
ENSG00000077984	24929866	24940564	20	CST7	protein_coding
ENSG00000101474	24943561	24973615	20	APMAP	protein_coding
ENSG00000154930	24986868	25039616	20	ACSS1	protein_coding
ENSG00000100987	25051521	25062996	20	VSX1	protein_coding
ENSG00000197586	25176329	25207365	20	ENTPD6	protein_coding
ENSG00000100994	25228705	25278650	20	PYGB	protein_coding
ENSG00000100997	25275379	25371619	20	ABHD12	protein_coding
ENSG00000101003	25388363	25433264	20	GINS1	protein_coding
ENSG00000101004	25433341	25566153	20	NINL	protein_coding
ENSG00000170191	25593571	25604811	20	NANP	protein_coding
ENSG00000130684	25654851	25677477	20	ZNF337	protein_coding
ENSG00000175170	25744102	25848861	20	FAM182B	protein_coding
ENSG00000149531	29611857	29634010	20	FRG1B	protein_coding
ENSG00000215547	29845467	29847435	20	DEFB115	protein_coding
ENSG00000215545	29891015	29896388	20	DEFB116	protein_coding
ENSG00000131068	29956421	29961726	20	DEFB118	protein_coding
ENSG00000180483	29964967	29978406	20	DEFB119	protein_coding
ENSG00000204548	29992648	30000641	20	DEFB121	protein_coding
ENSG00000180424	30028322	30038060	20	DEFB123	protein_coding
ENSG00000180383	30053309	30064560	20	DEFB124	protein_coding
ENSG00000088320	30063096	30072708	20	REM1	protein_coding
ENSG00000101294	30102231	30157370	20	HM13	protein_coding
ENSG00000125968	30193086	30194318	20	ID1	protein_coding
ENSG00000131055	30225691	30232809	20	COX4I2	protein_coding
ENSG00000171552	30252255	30311792	20	BCL2L1	protein_coding
ENSG00000088325	30327074	30389608	20	TPX2	protein_coding
ENSG00000101306	30407111	30422492	20	MYLK2	protein_coding
ENSG00000179772	30432103	30433420	20	FOXS1	protein_coding
ENSG00000149599	30435440	30458550	20	DUSP15	protein_coding
ENSG00000131044	30458505	30532764	20	TTLL9	protein_coding
ENSG00000088356	30532758	30539895	20	PDRG1	protein_coding
ENSG00000260903	30555805	30591190	20	XKR7	protein_coding
ENSG00000101331	30598245	30619984	20	CCM2L	protein_coding
ENSG00000101336	30639991	30689659	20	HCK	protein_coding
ENSG00000101337	30697309	30755061	20	TM9SF4	protein_coding
ENSG00000126003	30780306	30795594	20	PLAGL2	protein_coding
ENSG00000101346	30795683	30826470	20	POFUT1	protein_coding
ENSG00000101350	30865467	30922814	20	KIF3B	protein_coding
ENSG00000171456	30946155	31027122	20	ASXL1	protein_coding
ENSG00000197183	31030862	31172876	20	C20orf112	protein_coding
ENSG00000149600	31290493	31331803	20	COMMD7	protein_coding
ENSG00000088305	31350191	31397162	20	DNMT3B	protein_coding
ENSG00000101367	31407699	31438211	20	MAPRE1	protein_coding
ENSG00000215529	31446729	31549006	20	EFCAB8	protein_coding
ENSG00000167098	31571579	31592239	20	SUN5	protein_coding
ENSG00000078898	31595406	31611515	20	BPIFB2	protein_coding
ENSG00000167104	31619454	31631853	20	BPIFB6	protein_coding
ENSG00000186190	31643230	31661434	20	BPIFB3	protein_coding
ENSG00000186191	31667450	31699557	20	BPIFB4	protein_coding
ENSG00000131050	31749574	31769218	20	BPIFA2	protein_coding
ENSG00000131059	31805116	31815564	20	BPIFA3	protein_coding
ENSG00000198183	31823801	31831115	20	BPIFA1	protein_coding
ENSG00000125999	31861286	31897684	20	BPIFB1	protein_coding
ENSG00000101391	31946645	31989367	20	CDK5RAP1	protein_coding
ENSG00000101400	31995761	32031698	20	SNTA1	protein_coding
ENSG00000078699	32077881	32237842	20	CBFA2T2	protein_coding
ENSG00000125967	32244893	32262269	20	NECAB3	protein_coding
ENSG00000149609	32250090	32253425	20	C20orf144	protein_coding
ENSG00000182584	32254304	32256331	20	ACTL10	protein_coding
ENSG00000101412	32263489	32274210	20	E2F1	protein_coding
ENSG00000101417	32294512	32308125	20	PXMP4	protein_coding
ENSG00000131061	32319463	32380075	20	ZNF341	protein_coding
ENSG00000101421	32399110	32442172	20	CHMP4B	protein_coding
ENSG00000125970	32581452	32696114	20	RALY	protein_coding
ENSG00000125977	32676104	32700138	20	EIF2S2	protein_coding
ENSG00000101440	32782375	32857150	20	ASIP	protein_coding
ENSG00000101444	32868074	32899608	20	AHCY	protein_coding
ENSG00000078747	32951041	33099198	20	ITCH	protein_coding
ENSG00000125971	33104214	33128762	20	DYNLRB1	protein_coding
ENSG00000101460	33134658	33148149	20	MAP1LC3A	protein_coding
ENSG00000101464	33148346	33264910	20	PIGU	protein_coding
ENSG00000198646	33284722	33413452	20	NCOA6	protein_coding
ENSG00000078804	33292094	33301243	20	TP53INP2	protein_coding
ENSG00000131067	33432523	33460663	20	GGT7	protein_coding
ENSG00000131069	33459949	33515769	20	ACSS2	protein_coding
ENSG00000100983	33516236	33543620	20	GSS	protein_coding
ENSG00000078814	33563206	33590240	20	MYH7B	protein_coding
ENSG00000100991	33590207	33680674	20	TRPC4AP	protein_coding
ENSG00000088298	33703167	33865928	20	EDEM2	protein_coding
ENSG00000101000	33759876	33765165	20	PROCR	protein_coding
ENSG00000125966	33814457	33864801	20	MMP24	protein_coding
ENSG00000242372	33866714	33872788	20	EIF6	protein_coding
ENSG00000125998	33873534	33880204	20	FAM83C	protein_coding
ENSG00000101019	33890369	33999944	20	UQCC1	protein_coding
ENSG00000125965	34021145	34042568	20	GDF5	protein_coding
ENSG00000126001	34042985	34099804	20	CEP250	protein_coding
ENSG00000125975	34111014	34117481	20	C20orf173	protein_coding
ENSG00000125991	34129770	34145405	20	ERGIC3	protein_coding
ENSG00000061656	34203814	34208971	20	SPAG4	protein_coding
ENSG00000214078	34213953	34252878	20	CPNE1	protein_coding
ENSG00000244462	34236847	34252878	20	RBM12	protein_coding
ENSG00000244005	34255977	34287281	20	NFS1	protein_coding
ENSG00000125995	34287194	34288906	20	ROMO1	protein_coding
ENSG00000131051	34291531	34330234	20	RBM39	protein_coding
ENSG00000025293	34359896	34538303	20	PHF20	protein_coding
ENSG00000171222	34541539	34547394	20	SCAND1	protein_coding
ENSG00000149646	34556512	34618622	20	CNBD2	protein_coding
ENSG00000088367	34679426	34820721	20	EPB41L1	protein_coding
ENSG00000131043	34824381	34858840	20	AAR2	protein_coding
ENSG00000080845	34894258	35157040	20	DLGAP4	protein_coding
ENSG00000101335	35169887	35178228	20	MYL9	protein_coding
ENSG00000118707	35201891	35222353	20	TGIF2	protein_coding
ENSG00000259399	35202956	35240787	20	TGIF2-C20orf24	protein_coding
ENSG00000101084	35234137	35240960	20	C20orf24	protein_coding
ENSG00000101082	35240721	35274619	20	SLA2	protein_coding
ENSG00000101079	35280169	35374481	20	NDRG3	protein_coding
ENSG00000149636	35380194	35402221	20	DSN1	protein_coding
ENSG00000149639	35405845	35492089	20	SOGA1	protein_coding
ENSG00000101342	35504524	35522638	20	TLDC2	protein_coding
ENSG00000101347	35518632	35580246	20	SAMHD1	protein_coding
ENSG00000080839	35624752	35724398	20	RBL1	protein_coding
ENSG00000101353	35729629	35807991	20	MROH8	protein_coding
ENSG00000118705	35806813	35870022	20	RPN2	protein_coding
ENSG00000118702	35879489	35890238	20	GHRH	protein_coding
ENSG00000101363	35918041	35945663	20	MANBAL	protein_coding
ENSG00000197122	35973088	36034453	20	SRC	protein_coding
ENSG00000166619	36120874	36156333	20	BLCAP	protein_coding
ENSG00000053438	36149617	36152092	20	NNAT	protein_coding
ENSG00000132792	36322408	36500531	20	CTNNBL1	protein_coding
ENSG00000132821	36531499	36573752	20	VSTM2L	protein_coding
ENSG00000101407	36611409	36661870	20	TTI1	protein_coding
ENSG00000101413	36661948	36720768	20	RPRD1B	protein_coding
ENSG00000198959	36756863	36794980	20	TGM2	protein_coding
ENSG00000149633	36838890	36889174	20	KIAA1755	protein_coding
ENSG00000101425	36888551	36965907	20	BPI	protein_coding
ENSG00000129988	36974759	37005665	20	LBP	protein_coding
ENSG00000170471	37101459	37207504	20	RALGAPB	protein_coding
ENSG00000182035	37209838	37217106	20	ADIG	protein_coding
ENSG00000124143	37230577	37279678	20	ARHGAP40	protein_coding
ENSG00000101438	37353105	37358015	20	SLC32A1	protein_coding
ENSG00000101442	37377085	37400834	20	ACTR5	protein_coding
ENSG00000101445	37434348	37551667	20	PPP1R16B	protein_coding
ENSG00000101447	37554955	37581703	20	FAM83D	protein_coding
ENSG00000101452	37590942	37668366	20	DHX35	protein_coding
ENSG00000204103	39314488	39317880	20	MAFB	protein_coding
ENSG00000198900	39657458	39753127	20	TOP1	protein_coding
ENSG00000124181	39765600	39811629	20	PLCG1	protein_coding
ENSG00000174306	39807088	39946312	20	ZHX3	protein_coding
ENSG00000132793	39969560	39989222	20	LPIN3	protein_coding
ENSG00000183798	39988606	39995467	20	EMILIN3	protein_coding
ENSG00000124177	40030741	40247133	20	CHD6	protein_coding
ENSG00000196090	40701392	41818610	20	PTPRT	protein_coding
ENSG00000124193	42086568	42092245	20	SRSF6	protein_coding
ENSG00000185513	42136320	42179590	20	L3MBTL1	protein_coding
ENSG00000101049	42187608	42216877	20	SGK2	protein_coding
ENSG00000101052	42219571	42275936	20	IFT52	protein_coding
ENSG00000101057	42295754	42345136	20	MYBL2	protein_coding
ENSG00000124196	42354804	42355638	20	GTSF1L	protein_coding
ENSG00000124191	42543504	42698256	20	TOX2	protein_coding
ENSG00000149596	42740335	42816218	20	JPH2	protein_coding
ENSG00000132823	42825136	42839431	20	OSER1	protein_coding
ENSG00000124194	42875887	42909013	20	GDAP1L1	protein_coding
ENSG00000197296	42931478	42939809	20	FITM2	protein_coding
ENSG00000101074	42965626	42979875	20	R3HDML	protein_coding
ENSG00000101076	42984340	43061485	20	HNF4A	protein_coding
ENSG00000168746	43080624	43093984	20	C20orf62	protein_coding
ENSG00000124120	43104526	43123244	20	TTPAL	protein_coding
ENSG00000132824	43124862	43150750	20	SERINC3	protein_coding
ENSG00000168734	43160426	43252888	20	PKIG	protein_coding
ENSG00000196839	43248163	43280874	20	ADA	protein_coding
ENSG00000064205	43343485	43357150	20	WISP2	protein_coding
ENSG00000124249	43374421	43379675	20	KCNK15	protein_coding
ENSG00000101098	43380449	43438979	20	RIMS4	protein_coding
ENSG00000166913	43514317	43537173	20	YWHAB	protein_coding
ENSG00000101104	43538703	43587676	20	PABPC1L	protein_coding
ENSG00000025772	43570771	43589127	20	TOMM34	protein_coding
ENSG00000101109	43595115	43708600	20	STK4	protein_coding
ENSG00000124134	43720951	43729753	20	KCNS1	protein_coding
ENSG00000175121	43738093	43743813	20	WFDC5	protein_coding
ENSG00000168703	43752066	43753106	20	WFDC12	protein_coding
ENSG00000124102	43803517	43805185	20	PI3	protein_coding
ENSG00000124233	43835638	43838413	20	SEMG1	protein_coding
ENSG00000124157	43849941	43853099	20	SEMG2	protein_coding
ENSG00000124107	43880880	43883205	20	SLPI	protein_coding
ENSG00000124159	43922085	43937169	20	MATN4	protein_coding
ENSG00000124232	43935491	43945803	20	RBPJL	protein_coding
ENSG00000124145	43953928	43977064	20	SDC4	protein_coding
ENSG00000204070	43990577	44005438	20	SYS1	protein_coding
ENSG00000254806	43991840	44039250	20	SYS1-DBNDD2	protein_coding
ENSG00000124251	44002526	44036529	20	TP53TG5	protein_coding
ENSG00000244274	44034697	44039250	20	DBNDD2	protein_coding
ENSG00000124155	44044717	44054884	20	PIGT	protein_coding
ENSG00000101443	44098346	44110172	20	WFDC2	protein_coding
ENSG00000101446	44141101	44144264	20	SPINT3	protein_coding
ENSG00000243543	44162835	44168134	20	WFDC6	protein_coding
ENSG00000101448	44165625	44176391	20	EPPIN	protein_coding
ENSG00000166157	10906201	11029719	21	TPTE	protein_coding
ENSG00000166351	14982498	15013906	21	POTED	protein_coding
ENSG00000188992	15481134	15583166	21	LIPI	protein_coding
ENSG00000185272	15588451	15600693	21	RBM11	protein_coding
ENSG00000155304	15743436	15755805	21	HSPA13	protein_coding
ENSG00000155307	15857549	15955723	21	SAMSN1	protein_coding
ENSG00000243440	15964251	16031142	21	AF165138.7	protein_coding
ENSG00000180530	16333556	16437321	21	NRIP1	protein_coding
ENSG00000155313	17102344	17252377	21	USP25	protein_coding
ENSG00000154639	18884700	18965897	21	CXADR	protein_coding
ENSG00000154640	18965971	18985265	21	BTG3	protein_coding
ENSG00000154642	19161284	19191703	21	C21orf91	protein_coding
ENSG00000154645	19273580	19639690	21	CHODL	protein_coding
ENSG00000154646	19641433	19858197	21	TMPRSS15	protein_coding
ENSG00000154654	22370633	22915650	21	NCAM2	protein_coding
ENSG00000154719	26957968	26979829	21	MRPL39	protein_coding
ENSG00000154721	27011584	27089874	21	JAM2	protein_coding
ENSG00000154723	27088815	27107984	21	ATP5J	protein_coding
ENSG00000154727	27106881	27144771	21	GABPA	protein_coding
ENSG00000142192	27252861	27543446	21	APP	protein_coding
ENSG00000166265	27838528	27945603	21	CYYR1	protein_coding
ENSG00000154734	28208066	28217728	21	ADAMTS1	protein_coding
ENSG00000154736	28290231	28338832	21	ADAMTS5	protein_coding
ENSG00000156239	30244513	30257693	21	N6AMT1	protein_coding
ENSG00000198862	30300466	30365270	21	LTN1	protein_coding
ENSG00000156253	30376705	30391699	21	RWDD2B	protein_coding
ENSG00000156256	30396950	30426809	21	USP16	protein_coding
ENSG00000156261	30428126	30446118	21	CCT8	protein_coding
ENSG00000156265	30449792	30548210	21	MAP3K7CL	protein_coding
ENSG00000156273	30566392	31003071	21	BACH1	protein_coding
ENSG00000171189	30909254	31312351	21	GRIK1	protein_coding
ENSG00000156282	31538241	31538971	21	CLDN17	protein_coding
ENSG00000156284	31586324	31588391	21	CLDN8	protein_coding
ENSG00000188694	31653629	31655276	21	KRTAP24-1	protein_coding
ENSG00000232263	31661463	31661832	21	KRTAP25-1	protein_coding
ENSG00000197683	31691452	31692607	21	KRTAP26-1	protein_coding
ENSG00000206107	31709331	31710012	21	KRTAP27-1	protein_coding
ENSG00000186980	31720717	31720924	21	KRTAP23-1	protein_coding
ENSG00000182816	31743709	31744557	21	KRTAP13-2	protein_coding
ENSG00000198390	31768392	31769136	21	KRTAP13-1	protein_coding
ENSG00000240432	31797583	31798286	21	KRTAP13-3	protein_coding
ENSG00000186971	31802572	31803216	21	KRTAP13-4	protein_coding
ENSG00000186970	31812597	31813070	21	KRTAP15-1	protein_coding
ENSG00000184351	31852018	31852663	21	KRTAP19-1	protein_coding
ENSG00000186965	31859362	31859755	21	KRTAP19-2	protein_coding
ENSG00000244025	31863782	31864275	21	KRTAP19-3	protein_coding
ENSG00000186967	31869142	31869451	21	KRTAP19-4	protein_coding
ENSG00000186977	31873975	31874435	21	KRTAP19-5	protein_coding
ENSG00000186925	31913854	31914183	21	KRTAP19-6	protein_coding
ENSG00000244362	31933194	31933633	21	KRTAP19-7	protein_coding
ENSG00000206106	31962424	31962716	21	KRTAP22-2	protein_coding
ENSG00000212938	31964759	31965394	21	KRTAP6-3	protein_coding
ENSG00000186930	31970909	31971219	21	KRTAP6-2	protein_coding
ENSG00000186924	31973414	31973612	21	KRTAP22-1	protein_coding
ENSG00000184724	31985750	31986249	21	KRTAP6-1	protein_coding
ENSG00000244624	31988750	31989003	21	KRTAP20-1	protein_coding
ENSG00000184032	32007555	32007938	21	KRTAP20-2	protein_coding
ENSG00000206104	32015183	32015455	21	KRTAP20-3	protein_coding
ENSG00000231068	32090843	32091095	21	KRTAP21-3	protein_coding
ENSG00000187026	32119112	32119551	21	KRTAP21-2	protein_coding
ENSG00000187005	32127439	32127746	21	KRTAP21-1	protein_coding
ENSG00000183640	32185016	32185570	21	KRTAP8-1	protein_coding
ENSG00000182591	32252966	32253874	21	KRTAP11-1	protein_coding
ENSG00000206102	32410478	32410795	21	KRTAP19-8	protein_coding
ENSG00000156299	32490734	32932290	21	TIAM1	protein_coding
ENSG00000142168	33031935	33041244	21	SOD1	protein_coding
ENSG00000156304	33043346	33104388	21	SCAF4	protein_coding
ENSG00000142149	33245628	33416946	21	HUNK	protein_coding
ENSG00000159055	33640530	33651380	21	MIS18A	protein_coding
ENSG00000170262	33664124	33687095	21	MRAP	protein_coding
ENSG00000142207	33683329	33765335	21	URB1	protein_coding
ENSG00000166979	33784314	33887707	21	EVA1C	protein_coding
ENSG00000242220	33948862	33959683	21	TCP10L	protein_coding
ENSG00000159079	33964389	33985176	21	C21orf59	protein_coding
ENSG00000159082	34001069	34100359	21	SYNJ1	protein_coding
ENSG00000159086	34106210	34144169	21	PAXBP1	protein_coding
ENSG00000205929	34162985	34186053	21	C21orf62	protein_coding
ENSG00000205927	34398153	34401504	21	OLIG2	protein_coding
ENSG00000184221	34442450	34444726	21	OLIG1	protein_coding
ENSG00000159110	34602206	34637980	21	IFNAR2	protein_coding
ENSG00000243646	34638663	34669539	21	IL10RB	protein_coding
ENSG00000142166	34696734	34732168	21	IFNAR1	protein_coding
ENSG00000159128	34775202	34851655	21	IFNGR2	protein_coding
ENSG00000142188	34804792	34852318	21	TMEM50B	protein_coding
ENSG00000177692	34860497	34864027	21	DNAJC28	protein_coding
ENSG00000159131	34876238	34915797	21	GART	protein_coding
ENSG00000159140	34914924	34949812	21	SON	protein_coding
ENSG00000159147	34931848	34961014	21	DONSON	protein_coding
ENSG00000205758	34961647	35016232	21	CRYZL1	protein_coding
ENSG00000205726	35014706	35272165	21	ITSN1	protein_coding
ENSG00000241837	35275757	35288284	21	ATP5O	protein_coding
ENSG00000243927	35445524	35515334	21	MRPS6	protein_coding
ENSG00000272962	35445870	35478561	21	SLC5A3	protein_coding
ENSG00000198743	35445870	35478559	21	SLC5A3	protein_coding
ENSG00000159197	35736323	35743688	21	KCNE2	protein_coding
ENSG00000205670	35747779	35780164	21	SMIM11	protein_coding
ENSG00000222018	35772615	35773370	21	C21orf140	protein_coding
ENSG00000243627	35791013	35796264	21	AP000322.53	protein_coding
ENSG00000180509	35818988	35884573	21	KCNE1	protein_coding
ENSG00000159200	35885440	35987441	21	RCAN1	protein_coding
ENSG00000159212	36041688	36090525	21	CLIC6	protein_coding
ENSG00000159216	36160098	37376965	21	RUNX1	protein_coding
ENSG00000185917	37406839	37451687	21	SETD4	protein_coding
ENSG00000159228	37442239	37445464	21	CBR1	protein_coding
ENSG00000159231	37507210	37518864	21	CBR3	protein_coding
ENSG00000142197	37529080	37666572	21	DOPEY2	protein_coding
ENSG00000159256	37692487	37758446	21	MORC3	protein_coding
ENSG00000159259	37757676	37791313	21	CHAF1B	protein_coding
ENSG00000159261	37832919	37948867	21	CLDN14	protein_coding
ENSG00000159263	38071433	38122218	21	SIM2	protein_coding
ENSG00000159267	38123189	38362536	21	HLCS	protein_coding
ENSG00000183145	38378450	38391959	21	RIPPLY3	protein_coding
ENSG00000185808	38431470	38445470	21	PIGP	protein_coding
ENSG00000182670	38445526	38575413	21	TTC3	protein_coding
ENSG00000157538	38595721	38640262	21	DSCR3	protein_coding
ENSG00000157540	38738092	38889753	21	DYRK1A	protein_coding
ENSG00000157542	38979678	39288749	21	KCNJ6	protein_coding
ENSG00000184029	39323728	39493454	21	DSCR4	protein_coding
ENSG00000198054	39493545	39560110	21	DSCR8	protein_coding
ENSG00000157551	39529128	39679279	21	KCNJ15	protein_coding
ENSG00000157554	39751949	40033704	21	ERG	protein_coding
ENSG00000157557	40177231	40196879	21	ETS2	protein_coding
ENSG00000183527	40546695	40555777	21	PSMG1	protein_coding
ENSG00000185658	40556102	40693485	21	BRWD1	protein_coding
ENSG00000205581	40714241	40721573	21	HMGN1	protein_coding
ENSG00000182093	40752170	40800454	21	WRB	protein_coding
ENSG00000157578	40777770	40817731	21	LCA5L	protein_coding
ENSG00000185437	40817781	40887433	21	SH3BGR	protein_coding
ENSG00000183778	40928369	41045064	21	B3GALT5	protein_coding
ENSG00000183067	41117334	41174023	21	IGSF5	protein_coding
ENSG00000183036	41239243	41301322	21	PCP4	protein_coding
ENSG00000171587	41382926	42219065	21	DSCAM	protein_coding
ENSG00000182240	42539728	42654445	21	BACE2	protein_coding
ENSG00000183844	42676139	42729358	21	FAM3B	protein_coding
ENSG00000183486	42733870	42781317	21	MX2	protein_coding
ENSG00000157601	42792231	42831141	21	MX1	protein_coding
ENSG00000184012	42836478	42903043	21	TMPRSS2	protein_coding
ENSG00000183421	43159529	43187266	21	RIPK4	protein_coding
ENSG00000141956	43218385	43299591	21	PRDM15	protein_coding
ENSG00000157617	43305221	43373999	21	C2CD2	protein_coding
ENSG00000173276	43406940	43430496	21	ZBTB21	protein_coding
ENSG00000177398	43483068	43563563	21	UMODL1	protein_coding
ENSG00000160179	43619799	43717354	21	ABCG1	protein_coding
ENSG00000160180	43731777	43735761	21	TFF3	protein_coding
ENSG00000160181	43766466	43771237	21	TFF2	protein_coding
ENSG00000160182	43782391	43786703	21	TFF1	protein_coding
ENSG00000160183	43791999	43816955	21	TMPRSS3	protein_coding
ENSG00000160185	43824008	43867791	21	UBASH3A	protein_coding
ENSG00000160188	43892596	43916464	21	RSPH1	protein_coding
ENSG00000160190	43916118	44001550	21	SLC37A1	protein_coding
ENSG00000160191	44073746	44195619	21	PDE9A	protein_coding
ENSG00000160193	44263204	44299678	21	WDR4	protein_coding
ENSG00000160194	44299754	44333414	21	NDUFV3	protein_coding
ENSG00000160199	44394620	44453691	21	PKNOX1	protein_coding
ENSG00000160200	44473301	44497053	21	CBS	protein_coding
ENSG00000160201	44513066	44527697	21	U2AF1	protein_coding
ENSG00000160202	44589118	44592915	21	CRYAA	protein_coding
ENSG00000142178	44834395	44847008	21	SIK1	protein_coding
ENSG00000160207	44949072	45079374	21	HSF2BP	protein_coding
ENSG00000160208	45079429	45115958	21	RRP1B	protein_coding
ENSG00000160209	45138975	45182188	21	PDXK	protein_coding
ENSG00000160213	45192393	45196326	21	CSTB	protein_coding
ENSG00000160214	45209394	45225174	21	RRP1	protein_coding
ENSG00000160216	45285067	45406417	21	AGPAT3	protein_coding
ENSG00000160218	45432200	45526433	21	TRAPPC10	protein_coding
ENSG00000241945	45527171	45551063	21	PWP2	protein_coding
ENSG00000160221	45553487	45565605	21	C21orf33	protein_coding
ENSG00000160223	45642874	45660849	21	ICOSLG	protein_coding
ENSG00000142182	45666222	45682099	21	DNMT3L	protein_coding
ENSG00000160224	45705721	45718531	21	AIRE	protein_coding
ENSG00000141959	45719934	45747259	21	PFKL	protein_coding
ENSG00000160226	45748827	45759285	21	C21orf2	protein_coding
ENSG00000142185	45770046	45862964	21	TRPM2	protein_coding
ENSG00000160233	45875369	45878739	21	LRRC3	protein_coding
ENSG00000175894	45917775	46131495	21	TSPEAR	protein_coding
ENSG00000215455	45958864	45960078	21	KRTAP10-1	protein_coding
ENSG00000205445	45970240	45971388	21	KRTAP10-2	protein_coding
ENSG00000212935	45977673	45978643	21	KRTAP10-3	protein_coding
